This is Makespan per vm [25.02976853452263, 49.236591360316524, 43.01253415616497, 39.1706120782429, 51.74326493539136, 13.918686300084321, 25.599190129705793, 31.290645453939966, 44.790292682926825, 48.65526451391273, 66.61750957835554, 78.07310467055879, 150.44418993687069, 76.02635053603191, 172.47338709677416, 244.69325123152706, 131.49064516129033, 241.74886363636358, 242.98987261146496, 290.9935483870967]
This is Total Execution Time 2067.997572991542
This is Maximum Makespan 290,9935483870967
This is Utilization per VM [0.0860148572820816, 0.16920165973858334, 0.14781267280519625, 0.13460989872578152, 0.1778158492591713, 0.047831597563698786, 0.08797167590689071, 0.10753037525187778, 0.1539219440815373, 0.16720392869050363, 0.22893122527148613, 0.26829840421994977, 0.5170018056095903, 0.2612647289172789, 0.5927051924441291, 0.8408889220664841, 0.45186790528556237, 0.8307705273065884, 0.8350352575110207, 1.0]
This is Average Utilization 0,35533392139687064
This is Degree of Imbalance 5,826461090517005


                                                  SIMULATION RESULTS

| Vm |Cloudlet| Status|DC|Host|Host PEs |VM|   VM PEs|CloudletLen|FinishedLen|CloudletPEs|StartTime|FinishTime|ExecTime
|----|--------|-------|--|----|---------|--|---------|-----------|-----------|-----------|---------|----------|--------
|  ID|      ID|       |ID|  ID|CPU cores|ID|CPU cores|         MI|         MI|  CPU cores|  Seconds|   Seconds| Seconds
|Vm 0|       0|SUCCESS| 1|   0|       40| 0|        1|       1000|       1000|          1|      0.1|       1.1|     1.0
|Vm 0|       1|SUCCESS| 1|   0|       40| 0|        1|       1000|       1000|          1|      1.2|       2.3|     1.1
|Vm 0|       2|SUCCESS| 1|   0|       40| 0|        1|       1000|       1000|          1|      2.4|       3.5|     1.1
|Vm 0|       3|SUCCESS| 1|   0|       40| 0|        1|       1000|       1000|          1|      3.6|       4.7|     1.1
|Vm 0|       4|SUCCESS| 1|   0|       40| 0|        1|       1000|       1000|          1|      4.8|       5.9|     1.1
|Vm 0|     126|SUCCESS| 1|   0|       40| 0|        1|       8772|       8772|          1|     20.1|      29.3|     9.2
|Vm 0|     136|SUCCESS| 1|   0|       40| 0|        1|       4951|       4951|          1|     29.4|      34.6|     5.2
|Vm 0|     144|SUCCESS| 1|   0|       40| 0|        1|       4951|       4951|          1|     34.7|      39.9|     5.2
|Vm 1|       5|SUCCESS| 1|   0|       40| 1|        1|       1000|       1000|          1|      0.1|       1.1|     1.0
|Vm 1|       6|SUCCESS| 1|   0|       40| 1|        1|       1000|       1000|          1|      1.2|       2.4|     1.2
|Vm 1|       7|SUCCESS| 1|   0|       40| 1|        1|       1000|       1000|          1|      2.5|       3.6|     1.1
|Vm 1|       8|SUCCESS| 1|   0|       40| 1|        1|       1000|       1000|          1|      3.7|       4.8|     1.1
|Vm 1|       9|SUCCESS| 1|   0|       40| 1|        1|       1000|       1000|          1|      5.0|       6.1|     1.1
|Vm 1|     110|SUCCESS| 1|   0|       40| 1|        1|       9449|       9449|          1|     20.1|      30.2|    10.1
|Vm 1|     113|SUCCESS| 1|   0|       40| 1|        1|       9449|       9449|          1|     30.4|      40.6|    10.2
|Vm 1|     121|SUCCESS| 1|   0|       40| 1|        1|       8772|       8772|          1|     40.7|      50.2|     9.4
|Vm 1|     135|SUCCESS| 1|   0|       40| 1|        1|       4951|       4951|          1|     50.3|      55.7|     5.4
